npz_dir,npz_filename,event_type,datetime,minX,minY,maxX,maxY
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020010419_Marine_Thunderstorm_Wind_1504_551_1546_598.npz,Marine_Thunderstorm_Wind,2020-01-04T19:00:00,1504,551,1546,598
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020010715_Marine_Thunderstorm_Wind_1507_523_1549_565.npz,Marine_Thunderstorm_Wind,2020-01-07T15:00:00,1507,523,1549,565
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020061719_Thunderstorm_Wind_734_297_782_345.npz,Thunderstorm_Wind,2020-06-17T19:00:00,734,297,782,345
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011200_Marine_Thunderstorm_Wind_1464_555_1543_668.npz,Marine_Thunderstorm_Wind,2020-01-12T00:00:00,1464,555,1543,668
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020010417_Marine_Thunderstorm_Wind_1472_557_1529_614.npz,Marine_Thunderstorm_Wind,2020-01-04T17:00:00,1472,557,1529,614
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011200_Thunderstorm_Wind_1463_574_1506_620.npz,Thunderstorm_Wind,2020-01-12T00:00:00,1463,574,1506,620
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011112_Thunderstorm_Wind_1263_543_1336_603.npz,Thunderstorm_Wind,2020-01-11T12:00:00,1263,543,1336,603
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011111_Thunderstorm_Wind_1245_535_1317_582.npz,Thunderstorm_Wind,2020-01-11T11:00:00,1245,535,1317,582
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011112_Thunderstorm_Wind_1250_474_1321_577.npz,Thunderstorm_Wind,2020-01-11T12:00:00,1250,474,1321,577
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011109_Marine_Thunderstorm_Wind_1121_162_1181_250.npz,Marine_Thunderstorm_Wind,2020-01-11T09:00:00,1121,162,1181,250
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011103_Thunderstorm_Wind+Tornado_1103_391_1198_485.npz,Thunderstorm_Wind+Tornado,2020-01-11T03:00:00,1103,391,1198,485
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011104_Flash_Flood+Thunderstorm_Wind+Tornado_1095_340_1202_434.npz,Flash_Flood+Thunderstorm_Wind+Tornado,2020-01-11T04:00:00,1095,340,1202,434
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011105_Flood+Thunderstorm_Wind_1186_537_1254_614.npz,Flood+Thunderstorm_Wind,2020-01-11T05:00:00,1186,537,1254,614
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011020_Flood+Heavy_Rain_1156_630_1211_684.npz,Flood+Heavy_Rain,2020-01-10T20:00:00,1156,630,1211,684
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011007_Flash_Flood+Hail+Tornado_817_339_952_467.npz,Flash_Flood+Hail+Tornado,2020-01-10T07:00:00,817,339,952,467
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020010521_Marine_High_Wind_1112_844_1176_926.npz,Marine_High_Wind,2020-01-05T21:00:00,1112,844,1176,926
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020010414_Marine_Thunderstorm_Wind_1382_27_1471_86.npz,Marine_Thunderstorm_Wind,2020-01-04T14:00:00,1382,27,1471,86
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020013118_Marine_Thunderstorm_Wind_1382_27_1511_108.npz,Marine_Thunderstorm_Wind,2020-01-31T18:00:00,1382,27,1511,108
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011114_Thunderstorm_Wind_1290_531_1348_588.npz,Thunderstorm_Wind,2020-01-11T14:00:00,1290,531,1348,588
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011119_Thunderstorm_Wind_1328_498_1371_542.npz,Thunderstorm_Wind,2020-01-11T19:00:00,1328,498,1371,542
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011115_Thunderstorm_Wind_1315_512_1406_629.npz,Thunderstorm_Wind,2020-01-11T15:00:00,1315,512,1406,629
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011107_Lightning+Thunderstorm_Wind_1083_178_1155_277.npz,Lightning+Thunderstorm_Wind,2020-01-11T07:00:00,1083,178,1155,277
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032722_Flash_Flood_1071_627_1129_675.npz,Flash_Flood,2020-03-27T22:00:00,1071,627,1129,675
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020012504_Flood_1453_582_1499_630.npz,Flood,2020-01-25T04:00:00,1453,582,1499,630
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011117_Heavy_Rain_1294_490_1335_532.npz,Heavy_Rain,2020-01-11T17:00:00,1294,490,1335,532
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011122_Tornado_1254_592_1297_638.npz,Tornado,2020-01-11T22:00:00,1254,592,1297,638
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011100_Flash_Flood+Thunderstorm_Wind_1075_360_1146_471.npz,Flash_Flood+Thunderstorm_Wind,2020-01-11T00:00:00,1075,360,1146,471
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042823_Thunderstorm_Wind_1103_386_1143_426.npz,Thunderstorm_Wind,2020-04-28T23:00:00,1103,386,1143,426
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020052616_Thunderstorm_Wind_1088_634_1139_708.npz,Thunderstorm_Wind,2020-05-26T16:00:00,1088,634,1139,708
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011016_Flash_Flood+Hail+Thunderstorm_Wind+Tornado_968_392_1031_473.npz,Flash_Flood+Hail+Thunderstorm_Wind+Tornado,2020-01-10T16:00:00,968,392,1031,473
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011011_Flash_Flood+Hail+Thunderstorm_Wind+Tornado_921_365_1006_465.npz,Flash_Flood+Hail+Thunderstorm_Wind+Tornado,2020-01-10T11:00:00,921,365,1006,465
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011118_Thunderstorm_Wind+Tornado_1314_379_1409_464.npz,Thunderstorm_Wind+Tornado,2020-01-11T18:00:00,1314,379,1409,464
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011202_Thunderstorm_Wind_1471_455_1511_495.npz,Thunderstorm_Wind,2020-01-12T02:00:00,1471,455,1511,495
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011107_Flood_956_383_1008_462.npz,Flood,2020-01-11T07:00:00,956,383,1008,462
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011102_Thunderstorm_Wind_1109_430_1153_481.npz,Thunderstorm_Wind,2020-01-11T02:00:00,1109,430,1153,481
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020040821_Hail_1099_427_1140_470.npz,Hail,2020-04-08T21:00:00,1099,427,1140,470
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020010314_Marine_Thunderstorm_Wind_1231_228_1271_268.npz,Marine_Thunderstorm_Wind,2020-01-03T14:00:00,1231,228,1271,268
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011520_Hail_1149_369_1189_409.npz,Hail,2020-01-15T20:00:00,1149,369,1189,409
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011111_Thunderstorm_Wind_1175_234_1273_336.npz,Thunderstorm_Wind,2020-01-11T11:00:00,1175,234,1273,336
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011307_Flood_1355_385_1395_425.npz,Flood,2020-01-13T07:00:00,1355,385,1395,425
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011113_Lightning+Thunderstorm_Wind_1204_223_1274_294.npz,Lightning+Thunderstorm_Wind,2020-01-11T13:00:00,1204,223,1274,294
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032722_Flash_Flood_1070_629_1112_671.npz,Flash_Flood,2020-03-27T22:00:00,1070,629,1112,671
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011300_Heavy_Rain_1225_266_1265_306.npz,Heavy_Rain,2020-01-13T00:00:00,1225,266,1265,306
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011114_Marine_Thunderstorm_Wind_1210_226_1250_266.npz,Marine_Thunderstorm_Wind,2020-01-11T14:00:00,1210,226,1250,266
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011114_Marine_Thunderstorm_Wind_1231_228_1271_268.npz,Marine_Thunderstorm_Wind,2020-01-11T14:00:00,1231,228,1271,268
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042017_Thunderstorm_Wind_1099_430_1139_470.npz,Thunderstorm_Wind,2020-04-20T17:00:00,1099,430,1139,470
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042018_Thunderstorm_Wind_1099_423_1139_463.npz,Thunderstorm_Wind,2020-04-20T18:00:00,1099,423,1139,463
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042822_Thunderstorm_Wind_1080_385_1124_458.npz,Thunderstorm_Wind,2020-04-28T22:00:00,1080,385,1124,458
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042823_Lightning+Thunderstorm_Wind_1108_389_1151_437.npz,Lightning+Thunderstorm_Wind,2020-04-28T23:00:00,1108,389,1151,437
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011116_Thunderstorm_Wind_1336_583_1376_623.npz,Thunderstorm_Wind,2020-01-11T16:00:00,1336,583,1376,623
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011019_Flash_Flood+Heavy_Rain+Thunderstorm_Wind+Tornado_985_322_1116_481.npz,Flash_Flood+Heavy_Rain+Thunderstorm_Wind+Tornado,2020-01-10T19:00:00,985,322,1116,481
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011104_Thunderstorm_Wind+Tornado_1254_291_1374_452.npz,Thunderstorm_Wind+Tornado,2020-01-11T04:00:00,1254,291,1374,452
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011100_Marine_Thunderstorm_Wind_891_107_1025_225.npz,Marine_Thunderstorm_Wind,2020-01-11T00:00:00,891,107,1025,225
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020011021_Thunderstorm_Wind+Tornado_899_174_998_284.npz,Thunderstorm_Wind+Tornado,2020-01-10T21:00:00,899,174,998,284
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032217_Hail_762_516_815_569.npz,Hail,2020-03-22T17:00:00,762,516,815,569
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032912_Marine_High_Wind_1153_651_1193_691.npz,Marine_High_Wind,2020-03-29T12:00:00,1153,651,1193,691
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031106_Flash_Flood+Hail+Heavy_Rain+Thunderstorm_Wind_981_356_1096_479.npz,Flash_Flood+Hail+Heavy_Rain+Thunderstorm_Wind,2020-03-11T06:00:00,981,356,1096,479
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020033107_Thunderstorm_Wind_1193_232_1275_330.npz,Thunderstorm_Wind,2020-03-31T07:00:00,1193,232,1275,330
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020062714_Thunderstorm_Wind_492_268_554_368.npz,Thunderstorm_Wind,2020-06-27T14:00:00,492,268,554,368
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020061012_Thunderstorm_Wind_1212_650_1273_707.npz,Thunderstorm_Wind,2020-06-10T12:00:00,1212,650,1273,707
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032407_Flash_Flood+Thunderstorm_Wind+Tornado_1165_377_1255_431.npz,Flash_Flood+Thunderstorm_Wind+Tornado,2020-03-24T07:00:00,1165,377,1255,431
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032817_Funnel_Cloud+Hail+Tornado_1030_666_1093_725.npz,Funnel_Cloud+Hail+Tornado,2020-03-28T17:00:00,1030,666,1093,725
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032418_Flash_Flood+Thunderstorm_Wind+Tornado_1220_406_1270_454.npz,Flash_Flood+Thunderstorm_Wind+Tornado,2020-03-24T18:00:00,1220,406,1270,454
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030403_Thunderstorm_Wind_802_205_844_247.npz,Thunderstorm_Wind,2020-03-04T03:00:00,802,205,844,247
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030121_Flash_Flood+Flood+Hail+Lightning_970_437_1107_525.npz,Flash_Flood+Flood+Hail+Lightning,2020-03-01T21:00:00,970,437,1107,525
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032013_Thunderstorm_Wind_1457_706_1515_805.npz,Thunderstorm_Wind,2020-03-20T13:00:00,1457,706,1515,805
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030320_Marine_Thunderstorm_Wind_1463_565_1528_654.npz,Marine_Thunderstorm_Wind,2020-03-03T20:00:00,1463,565,1528,654
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031904_Flash_Flood+Flood+Thunderstorm_Wind_965_437_1104_559.npz,Flash_Flood+Flood+Thunderstorm_Wind,2020-03-19T04:00:00,965,437,1104,559
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032714_Hail_962_437_1094_554.npz,Hail,2020-03-27T14:00:00,962,437,1094,554
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030401_Hail+Thunderstorm_Wind+Tornado_1085_257_1202_350.npz,Hail+Thunderstorm_Wind+Tornado,2020-03-04T01:00:00,1085,257,1202,350
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032818_Hail+Thunderstorm_Wind_1082_293_1203_393.npz,Hail+Thunderstorm_Wind,2020-03-28T18:00:00,1082,293,1203,393
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032712_Hail+Thunderstorm_Wind_864_358_941_456.npz,Hail+Thunderstorm_Wind,2020-03-27T12:00:00,864,358,941,456
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031819_Flash_Flood+Flood+Thunderstorm_Wind_821_355_933_439.npz,Flash_Flood+Flood+Thunderstorm_Wind,2020-03-18T19:00:00,821,355,933,439
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020033116_Thunderstorm_Wind+Tornado_1346_210_1441_301.npz,Thunderstorm_Wind+Tornado,2020-03-31T16:00:00,1346,210,1441,301
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030301_Hail_1151_532_1191_572.npz,Hail,2020-03-03T01:00:00,1151,532,1191,572
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032809_Hail_1103_558_1201_611.npz,Hail,2020-03-28T09:00:00,1103,558,1201,611
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030303_Flood+Thunderstorm_Wind+Tornado_1259_438_1344_496.npz,Flood+Thunderstorm_Wind+Tornado,2020-03-03T03:00:00,1259,438,1344,496
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032806_Flash_Flood+Hail+Thunderstorm_Wind_1183_538_1267_647.npz,Flash_Flood+Hail+Thunderstorm_Wind,2020-03-28T06:00:00,1183,538,1267,647
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032021_Heavy_Rain_846_60_890_105.npz,Heavy_Rain,2020-03-20T21:00:00,846,60,890,105
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031920_Thunderstorm_Wind_976_344_1017_386.npz,Thunderstorm_Wind,2020-03-19T20:00:00,976,344,1017,386
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032820_Flash_Flood+Flood_1306_609_1366_706.npz,Flash_Flood+Flood,2020-03-28T20:00:00,1306,609,1366,706
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030405_Flash_Flood+Hail+Thunderstorm_Wind_948_245_1029_318.npz,Flash_Flood+Hail+Thunderstorm_Wind,2020-03-04T05:00:00,948,245,1029,318
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030403_Hail+Thunderstorm_Wind_995_277_1077_334.npz,Hail+Thunderstorm_Wind,2020-03-04T03:00:00,995,277,1077,334
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031707_Hail_724_330_799_373.npz,Hail,2020-03-17T07:00:00,724,330,799,373
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030409_Flash_Flood_726_268_779_326.npz,Flash_Flood,2020-03-04T09:00:00,726,268,779,326
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032920_Hail_1587_740_1627_780.npz,Hail,2020-03-29T20:00:00,1587,740,1627,780
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032903_Thunderstorm_Wind_1274_470_1320_516.npz,Thunderstorm_Wind,2020-03-29T03:00:00,1274,470,1320,516
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031212_Flash_Flood+Hail+Thunderstorm_Wind_1117_489_1181_549.npz,Flash_Flood+Hail+Thunderstorm_Wind,2020-03-12T12:00:00,1117,489,1181,549
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031713_Hail_158_520_234_607.npz,Hail,2020-03-17T13:00:00,158,520,234,607
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020061616_Hail_496_268_537_309.npz,Hail,2020-06-16T16:00:00,496,268,537,309
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032006_Marine_High_Wind_1140_847_1180_887.npz,Marine_High_Wind,2020-03-20T06:00:00,1140,847,1180,887
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032816_Tornado_1081_585_1138_655.npz,Tornado,2020-03-28T16:00:00,1081,585,1138,655
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020033117_Hail_769_806_826_859.npz,Hail,2020-03-31T17:00:00,769,806,826,859
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031301_Funnel_Cloud+Thunderstorm_Wind_775_257_842_303.npz,Funnel_Cloud+Thunderstorm_Wind,2020-03-13T01:00:00,775,257,842,303
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031715_Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado_791_263_868_359.npz,Funnel_Cloud+Hail+Thunderstorm_Wind+Tornado,2020-03-17T15:00:00,791,263,868,359
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042419_Hail+Thunderstorm_Wind_918_193_997_291.npz,Hail+Thunderstorm_Wind,2020-04-24T19:00:00,918,193,997,291
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041814_Hail_919_185_1003_270.npz,Hail,2020-04-18T14:00:00,919,185,1003,270
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032917_Hail_1445_733_1486_774.npz,Hail,2020-03-29T17:00:00,1445,733,1486,774
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031216_Flash_Flood+Hail+Thunderstorm_Wind_1198_461_1284_543.npz,Flash_Flood+Hail+Thunderstorm_Wind,2020-03-12T16:00:00,1198,461,1284,543
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031919_Flash_Flood+Flood+Thunderstorm_Wind_1186_519_1265_581.npz,Flash_Flood+Flood+Thunderstorm_Wind,2020-03-19T19:00:00,1186,519,1265,581
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032820_Thunderstorm_Wind_1190_523_1230_563.npz,Thunderstorm_Wind,2020-03-28T20:00:00,1190,523,1230,563
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032820_Flash_Flood+Lightning+Thunderstorm_Wind_1195_460_1267_570.npz,Flash_Flood+Lightning+Thunderstorm_Wind,2020-03-28T20:00:00,1195,460,1267,570
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032112_Hail_889_152_929_192.npz,Hail,2020-03-21T12:00:00,889,152,929,192
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031901_Hail+Thunderstorm_Wind_760_133_851_234.npz,Hail+Thunderstorm_Wind,2020-03-19T01:00:00,760,133,851,234
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032902_Thunderstorm_Wind_1241_419_1374_515.npz,Thunderstorm_Wind,2020-03-29T02:00:00,1241,419,1374,515
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032014_Thunderstorm_Wind_1459_753_1500_796.npz,Thunderstorm_Wind,2020-03-20T14:00:00,1459,753,1500,796
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030315_Hail_1344_556_1386_600.npz,Hail,2020-03-03T15:00:00,1344,556,1386,600
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032502_Flood_1328_502_1369_543.npz,Flood,2020-03-25T02:00:00,1328,502,1369,543
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031304_Flash_Flood_1325_505_1378_558.npz,Flash_Flood,2020-03-13T04:00:00,1325,505,1378,558
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030217_Flash_Flood+Flood+Hail+Thunderstorm_Wind+Tornado_1127_448_1224_526.npz,Flash_Flood+Flood+Hail+Thunderstorm_Wind+Tornado,2020-03-02T17:00:00,1127,448,1224,526
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041817_Hail+Thunderstorm_Wind_745_458_880_514.npz,Hail+Thunderstorm_Wind,2020-04-18T17:00:00,745,458,880,514
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020041914_Hail_824_484_869_530.npz,Hail,2020-04-19T14:00:00,824,484,869,530
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020042201_Hail+Thunderstorm_Wind_772_457_824_550.npz,Hail+Thunderstorm_Wind,2020-04-22T01:00:00,772,457,824,550
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030414_Thunderstorm_Wind_760_803_803_846.npz,Thunderstorm_Wind,2020-03-04T14:00:00,760,803,803,846
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030218_Hail_1016_434_1067_478.npz,Hail,2020-03-02T18:00:00,1016,434,1067,478
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020030100_Flood_1047_372_1136_496.npz,Flood,2020-03-01T00:00:00,1047,372,1136,496
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031017_Debris_Flow+Flash_Flood+Flood+Lightning_255_366_354_460.npz,Debris_Flow+Flash_Flood+Flood+Lightning,2020-03-10T17:00:00,255,366,354,460
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020033106_Thunderstorm_Wind+Tornado_1189_272_1299_386.npz,Thunderstorm_Wind+Tornado,2020-03-31T06:00:00,1189,272,1299,386
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031900_Flash_Flood+Flood+Thunderstorm_Wind+Tornado_909_393_1007_500.npz,Flash_Flood+Flood+Thunderstorm_Wind+Tornado,2020-03-19T00:00:00,909,393,1007,500
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032822_Marine_Thunderstorm_Wind_1154_644_1211_693.npz,Marine_Thunderstorm_Wind,2020-03-28T22:00:00,1154,644,1211,693
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031515_Flash_Flood_705_231_747_273.npz,Flash_Flood,2020-03-15T15:00:00,705,231,747,273
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031816_Thunderstorm_Wind_752_277_795_320.npz,Thunderstorm_Wind,2020-03-18T16:00:00,752,277,795,320
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031219_Hail_987_356_1027_396.npz,Hail,2020-03-12T19:00:00,987,356,1027,396
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020031214_Hail+Thunderstorm_Wind_1164_476_1224_528.npz,Hail+Thunderstorm_Wind,2020-03-12T14:00:00,1164,476,1224,528
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020033119_Marine_Thunderstorm_Wind_1362_133_1408_240.npz,Marine_Thunderstorm_Wind,2020-03-31T19:00:00,1362,133,1408,240
/mnt/hum01-home01/ambs/j22132gk/scratch/hr_extreme_data/20200101_20200630,2020032010_Hail_853_122_938_193.npz,Hail,2020-03-20T10:00:00,853,122,938,193
